0.0000	-1.0003
0.0520	-1.0019
0.1040	-1.0020
0.1560	-1.0021
0.2080	-1.0025
0.2600	-1.0032
0.3120	-1.0039
0.3640	-1.0047
0.4160	-1.0055
0.4680	-1.0067
0.5200	-1.0084
0.5720	-1.0100
0.6240	-1.0106
0.6760	-1.0101
0.7280	-1.0085
0.7800	-1.0069
0.8320	-1.0072
0.8840	-1.0087
0.9360	-1.0085
0.9880	-1.0050
1.0400	-1.0011
1.0920	-0.9988
1.1440	-0.9969
1.1960	-0.9931
1.2480	-0.9860
1.3000	-0.9747
1.3520	-0.9602
1.4040	-0.9450
1.4560	-0.9328
1.5080	-0.9284
1.5600	-0.9326
1.6120	-0.9325
1.6640	-0.9168
1.7160	-0.8944
1.7680	-0.8802
1.8200	-0.8699
1.8720	-0.8469
1.9240	-0.8122
1.9760	-0.7867
2.0280	-0.7745
2.0800	-0.7396
2.1320	-0.6525
2.1840	-0.5300
2.2360	-0.3947
2.2880	-0.2188
2.3400	0.0470
2.3920	0.3980
2.4440	0.7811
2.4960	1.1268
2.5480	1.3431
2.6000	1.3668
2.6520	1.2279
2.7040	0.9815
2.7560	0.7308
2.8080	0.5871
2.8600	0.5553
2.9120	0.5695
2.9640	0.5840
3.0160	0.5778
3.0680	0.5423
3.1200	0.4934
3.1720	0.4414
3.2240	0.3630
3.2760	0.2309
3.3280	0.0614
3.3800	-0.1088
3.4320	-0.2527
3.4840	-0.3523
3.5360	-0.4064
3.5880	-0.4398
3.6400	-0.4712
3.6920	-0.4944
3.7440	-0.5007
3.7960	-0.4972
3.8480	-0.4958
3.9000	-0.5010
3.9520	-0.5124
4.0040	-0.5202
4.0560	-0.5035
4.1080	-0.4550
4.1600	-0.3984
4.2120	-0.3553
4.2640	-0.3232
4.3160	-0.2923
4.3680	-0.2469
4.4200	-0.1692
4.4720	-0.0678
4.5240	0.0258
4.5760	0.0959
4.6280	0.1546
4.6800	0.2116
4.7320	0.2606
4.7840	0.2954
4.8360	0.3254
4.8880	0.3646
4.9400	0.4035
4.9920	0.4182
5.0440	0.4042
5.0960	0.3821
5.1480	0.3653
5.2000	0.3483
5.2520	0.3282
5.3040	0.3251
5.3560	0.3575
5.4080	0.3807
5.4600	0.3225
5.5120	0.1957
5.5640	0.0905
5.6160	0.0459
5.6680	0.0131
5.7200	-0.0488
5.7720	-0.1300
5.8240	-0.2099
5.8760	-0.2619
5.9280	-0.2615
5.9800	-0.2430
6.0320	-0.2786
6.0840	-0.3633
6.1360	-0.3962
6.1880	-0.3352
6.2400	-0.2818
6.2920	-0.3204
6.3440	-0.3759
6.3960	-0.3455
6.4480	-0.2570
6.5000	-0.2007
6.5520	-0.1897
6.6040	-0.1656
6.6560	-0.1046
6.7080	-0.0457
6.7600	-0.0174
6.8120	0.0009
6.8640	0.0362
6.9160	0.0942
6.9680	0.1720
7.0200	0.2588
7.0720	0.3380
7.1240	0.3867
7.1760	0.3743
7.2280	0.2982
7.2800	0.2201
7.3320	0.1938
7.3840	0.2004
7.4360	0.2041
7.4880	0.1905
7.5400	0.1567
7.5920	0.1044
7.6440	0.0398
7.6960	-0.0210
7.7480	-0.0457
7.8000	-0.0218
7.8520	-0.0031
7.9040	-0.0415
7.9560	-0.0965
8.0080	-0.0987
8.0600	-0.0527
8.1120	-0.0148
8.1640	-0.0154
8.2160	-0.0518
8.2680	-0.1042
8.3200	-0.1204
8.3720	-0.0667
8.4240	-0.0128
8.4760	-0.0433
8.5280	-0.1227
8.5800	-0.1560
8.6320	-0.1245
8.6840	-0.0817
8.7360	-0.0793
8.7880	-0.1609
8.8400	-0.3217
8.8920	-0.4043
8.9440	-0.2618
8.9960	-0.0030
9.0480	0.1760
9.1000	0.2178
9.1520	0.1632
9.2040	0.0534
9.2560	-0.0730
9.3080	-0.1686
9.3600	-0.1654
9.4120	-0.0196
9.4640	0.1910
9.5160	0.3604
9.5680	0.4337
9.6200	0.3863
9.6720	0.2638
9.7240	0.1778
9.7760	0.1693
9.8280	0.1539
9.8800	0.0751
9.9320	0.0048
9.9840	0.0186
10.0360	0.0528
10.0880	-0.0015
10.1400	-0.1282
10.1920	-0.2230
10.2440	-0.2335
10.2960	-0.1761
10.3480	-0.0923
10.4000	-0.0715
10.4520	-0.1689
10.5040	-0.2540
10.5560	-0.1714
10.6080	-0.0169
10.6600	-0.0094
10.7120	-0.1295
10.7640	-0.1296
10.8160	0.0698
10.8680	0.2394
10.9200	0.2155
10.9720	0.1478
