0.0000	NaN
0.0307	-0.0035
0.0614	-0.0045
0.0920	-0.0061
0.1227	-0.0080
0.1534	-0.0101
0.1841	-0.0123
0.2148	-0.0141
0.2454	-0.0156
0.2761	-0.0164
0.3068	-0.0165
0.3375	-0.0159
0.3682	-0.0146
0.3988	-0.0128
0.4295	-0.0105
0.4602	-0.0080
0.4909	-0.0057
0.5216	-0.0036
0.5522	-0.0022
0.5829	-0.0016
0.6136	-0.0019
0.6443	-0.0033
0.6750	-0.0057
0.7056	-0.0090
0.7363	-0.0131
0.7670	-0.0178
0.7977	-0.0228
0.8283	-0.0279
0.8590	-0.0327
0.8897	-0.0373
0.9204	-0.0413
0.9511	-0.0447
0.9817	-0.0475
1.0124	-0.0498
1.0431	-0.0518
1.0738	-0.0536
1.1045	-0.0555
1.1351	-0.0576
1.1658	-0.0601
1.1965	-0.0628
1.2272	-0.0658
1.2579	-0.0688
1.2885	-0.0713
1.3192	-0.0729
1.3499	-0.0729
1.3806	-0.0707
1.4113	-0.0656
1.4419	-0.0572
1.4726	-0.0449
1.5033	-0.0287
1.5340	-0.0088
1.5647	0.0142
1.5953	0.0394
1.6260	0.0653
1.6567	0.0904
1.6874	0.1124
1.7181	0.1293
1.7487	0.1388
1.7794	0.1388
1.8101	0.1273
1.8408	0.1032
1.8715	0.0656
1.9021	0.0147
1.9328	-0.0483
1.9635	-0.1216
1.9942	-0.2019
2.0249	-0.2851
2.0555	-0.3665
2.0862	-0.4404
2.1169	-0.5007
2.1476	-0.5413
2.1783	-0.5563
2.2089	-0.5401
2.2396	-0.4882
2.2703	-0.3972
2.3010	-0.2652
2.3317	-0.0919
2.3623	0.1211
2.3930	0.3704
2.4237	0.6508
2.4544	0.9554
2.4850	1.2761
2.5157	1.6034
2.5464	1.9274
2.5771	2.2379
2.6078	2.5248
2.6384	2.7787
2.6691	2.9915
2.6998	3.1564
2.7305	3.2686
2.7612	3.3250
2.7918	3.3248
2.8225	3.2695
2.8532	3.1623
2.8839	3.0086
2.9146	2.8151
2.9452	2.5897
2.9759	2.3413
3.0066	2.0792
3.0373	1.8124
3.0680	1.5498
3.0986	1.2994
3.1293	1.0679
3.1600	0.8611
3.1907	0.6832
3.2214	0.5366
3.2520	0.4227
3.2827	0.3412
3.3134	0.2907
3.3441	0.2686
3.3748	0.2717
3.4054	0.2960
3.4361	0.3374
3.4668	0.3915
3.4975	0.4542
3.5282	0.5216
3.5588	0.5901
3.5895	0.6568
3.6202	0.7191
3.6509	0.7751
3.6816	0.8236
3.7122	0.8635
3.7429	0.8944
3.7736	0.9161
3.8043	0.9290
3.8350	0.9335
3.8656	0.9302
3.8963	0.9200
3.9270	0.9037
3.9577	0.8826
3.9884	0.8577
4.0190	0.8303
4.0497	0.8018
4.0804	0.7735
4.1111	0.7469
4.1417	0.7232
4.1724	0.7039
4.2031	0.6901
4.2338	0.6829
4.2645	0.6830
4.2951	0.6908
4.3258	0.7067
4.3565	0.7303
4.3872	0.7611
4.4179	0.7981
4.4485	0.8400
4.4792	0.8853
4.5099	0.9322
4.5406	0.9788
4.5713	1.0234
4.6019	1.0642
4.6326	1.0995
4.6633	1.1283
4.6940	1.1496
4.7247	1.1630
4.7553	1.1685
4.7860	1.1665
4.8167	1.1580
4.8474	1.1442
4.8781	1.1265
4.9087	1.1067
4.9394	1.0863
4.9701	1.0670
5.0008	1.0504
5.0315	1.0377
5.0621	1.0297
5.0928	1.0270
5.1235	1.0298
5.1542	1.0376
5.1849	1.0500
5.2155	1.0660
5.2462	1.0844
5.2769	1.1038
5.3076	1.1230
5.3383	1.1406
5.3689	1.1554
5.3996	1.1664
5.4303	1.1730
5.4610	1.1747
5.4917	1.1715
5.5223	1.1635
5.5530	1.1512
5.5837	1.1354
5.6144	1.1171
5.6450	1.0971
5.6757	1.0765
5.7064	1.0564
5.7371	1.0377
5.7678	1.0211
5.7984	1.0073
5.8291	0.9965
5.8598	0.9889
5.8905	0.9845
5.9212	0.9830
5.9518	0.9840
5.9825	0.9869
6.0132	0.9912
6.0439	0.9962
6.0746	1.0012
6.1052	1.0056
6.1359	1.0090
6.1666	1.0109
6.1973	1.0111
6.2280	1.0094
6.2586	1.0057
6.2893	1.0001
6.3200	0.9928
6.3507	0.9841
6.3814	0.9742
6.4120	0.9636
6.4427	0.9526
6.4734	0.9416
6.5041	0.9310
6.5348	0.9212
6.5654	0.9125
6.5961	0.9051
6.6268	0.8993
6.6575	0.8952
6.6882	0.8930
6.7188	0.8926
6.7495	0.8942
6.7802	0.8976
6.8109	0.9026
6.8416	0.9092
6.8722	0.9169
6.9029	0.9257
6.9336	0.9350
6.9643	0.9446
6.9950	0.9542
7.0256	0.9633
7.0563	0.9717
7.0870	0.9791
7.1177	0.9852
7.1484	0.9899
7.1790	0.9931
7.2097	0.9948
7.2404	0.9950
7.2711	0.9940
7.3017	0.9919
7.3324	0.9891
7.3631	0.9859
7.3938	0.9826
7.4245	0.9796
7.4551	0.9773
7.4858	0.9759
7.5165	0.9756
7.5472	0.9766
7.5779	0.9791
7.6085	0.9829
7.6392	0.9881
7.6699	0.9945
7.7006	1.0019
7.7313	1.0100
7.7619	1.0185
7.7926	1.0273
7.8233	1.0360
7.8540	1.0444
7.8847	1.0523
7.9153	1.0595
7.9460	1.0659
7.9767	1.0716
8.0074	1.0764
8.0381	1.0804
8.0687	1.0837
8.0994	1.0863
8.1301	1.0883
8.1608	1.0897
8.1915	1.0906
8.2221	1.0908
8.2528	1.0905
8.2835	1.0894
8.3142	1.0876
8.3449	1.0849
8.3755	1.0812
8.4062	1.0765
8.4369	1.0706
8.4676	1.0636
8.4983	1.0555
8.5289	1.0464
8.5596	1.0365
8.5903	1.0259
8.6210	1.0150
8.6517	1.0040
8.6823	0.9932
8.7130	0.9830
8.7437	0.9736
8.7744	0.9653
8.8050	0.9583
8.8357	0.9526
8.8664	0.9483
8.8971	0.9454
8.9278	0.9437
8.9584	0.9431
8.9891	0.9433
9.0198	0.9441
9.0505	0.9450
9.0812	0.9460
9.1118	0.9466
9.1425	0.9468
9.1732	0.9464
9.2039	0.9453
9.2346	0.9437
9.2652	0.9416
9.2959	0.9392
